trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
57,False,"{'a': 0.3, 'e': 0.9610554383107709}",20,0,-88.10828849160802,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
58,False,"{'a': 0.3, 'e': 0.9596616526574011}",30,0,-100.16731747573944,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
59,False,"{'a': 0.3, 'e': 0.9582438755126972}",25,0,-72.98646605096334,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
60,False,"{'a': 0.3, 'e': 0.9568021423210139}",20,0,-104.38975512626615,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
61,False,"{'a': 0.3, 'e': 0.955336489125606}",20,0,-45.6158933132074,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
62,False,"{'a': 0.3, 'e': 0.9538469525677271}",25,0,-175.2199635193347,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
63,False,"{'a': 0.3, 'e': 0.9523335698857134}",25,0,-106.82521263527302,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
64,False,"{'a': 0.3, 'e': 0.9507963789140532}",25,0,-169.33469817972713,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
65,False,"{'a': 0.3, 'e': 0.9492354180824408}",20,0,-146.13328955540433,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
66,False,"{'a': 0.3, 'e': 0.9476507264148157}",30,0,-85.71774319362203,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
67,False,"{'a': 0.3, 'e': 0.946042343528387}",20,0,-139.89093501572597,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
68,False,"{'a': 0.3, 'e': 0.944410309632643}",20,0,-57.077786785912004,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
69,False,"{'a': 0.3, 'e': 0.9427546655283462}",20,0,-116.02507186887792,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
70,False,"{'a': 0.3, 'e': 0.941075452606513}",20,0,-83.24681610615802,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
71,False,"{'a': 0.3, 'e': 0.9393727128473789}",20,0,-18.765384947027428,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
72,False,"{'a': 0.3, 'e': 0.9376464888193493}",20,0,-21.640618815459373,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
73,False,"{'a': 0.3, 'e': 0.9358968236779348}",35,0,-135.1572768974539,"{0: 23, 1: 2, 2: 7, 3: 2, 4: 1}",0
74,False,"{'a': 0.3, 'e': 0.9341237611646731}",20,0,-64.77906680798799,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
75,False,"{'a': 0.3, 'e': 0.9323273456060345}",20,0,-92.73307925840895,"{0: 13, 1: 1, 2: 2, 3: 4, 4: 0}",0
76,False,"{'a': 0.3, 'e': 0.9305076219123143}",30,0,-186.48603453641982,"{0: 15, 1: 6, 2: 4, 3: 3, 4: 2}",0
77,False,"{'a': 0.3, 'e': 0.9286646355765102}",20,0,-41.073140197063125,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
78,False,"{'a': 0.3, 'e': 0.9267984326731847}",25,15,-72.25944532500273,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
79,False,"{'a': 0.3, 'e': 0.9249090598573131}",25,0,-34.75385489418122,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.3, 'e': 0.9229965643631173}",25,0,-177.4283223279208,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
81,False,"{'a': 0.3, 'e': 0.9210609940028851}",20,0,-35.09880632464695,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
82,False,"{'a': 0.3, 'e': 0.9191023971657747}",30,0,-174.01800640161179,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
83,False,"{'a': 0.3, 'e': 0.9171208228166051}",20,0,-101.82508076186996,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
84,False,"{'a': 0.3, 'e': 0.9151163204946318}",20,0,-54.730815601374005,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
85,False,"{'a': 0.3, 'e': 0.9130889403123083}",20,0,-38.97334369274107,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
86,False,"{'a': 0.3, 'e': 0.9110387329540337}",20,0,-88.99061470764391,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
87,False,"{'a': 0.3, 'e': 0.9089657496748851}",20,0,-83.6588376950323,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
88,False,"{'a': 0.3, 'e': 0.9068700422993367}",25,0,-81.3851887335496,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
89,False,"{'a': 0.3, 'e': 0.9047516632199635}",20,0,-149.45202543210317,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
90,False,"{'a': 0.3, 'e': 0.9026106653961321}",35,12,-41.038788808904364,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 0}",1
91,False,"{'a': 0.3, 'e': 0.9004471023526769}",20,0,-89.52496194501775,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
92,False,"{'a': 0.3, 'e': 0.8982610281785611}",20,0,-197.05483274406245,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
93,False,"{'a': 0.3, 'e': 0.8960524975255253}",20,0,-93.31833436723255,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
94,False,"{'a': 0.3, 'e': 0.8938215656067205}",20,0,-158.9910187562421,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
95,False,"{'a': 0.3, 'e': 0.8915682881953289}",30,18,-77.09545711930303,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
96,False,"{'a': 0.3, 'e': 0.8892927216231682}",20,0,-113.18022684850006,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
97,False,"{'a': 0.3, 'e': 0.8869949227792842}",20,0,-110.98748927522301,"{0: 11, 1: 1, 2: 4, 3: 4, 4: 0}",0
98,False,"{'a': 0.3, 'e': 0.8846749491085283}",25,0,-119.80862517738638,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
99,False,"{'a': 0.3, 'e': 0.8823328586101216}",20,6,-9.927991354799682,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.3, 'e': 0.8799687098362042}",20,0,-116.52214052123135,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
101,False,"{'a': 0.3, 'e': 0.8775825618903728}",20,0,-40.57126367800978,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
102,False,"{'a': 0.3, 'e': 0.8751744744262013}",20,0,-82.58014676465703,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
103,False,"{'a': 0.3, 'e': 0.8727445076457513}",30,0,-134.17535512316414,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
104,False,"{'a': 0.3, 'e': 0.8702927222980654}",30,0,-156.12102123214,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
105,False,"{'a': 0.3, 'e': 0.8678191796776499}",30,17,-42.81139590669783,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.3, 'e': 0.8653239416229412}",20,0,-151.7826610610924,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
107,False,"{'a': 0.3, 'e': 0.862807070514761}",25,0,-166.9545122631282,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
108,False,"{'a': 0.3, 'e': 0.8602686292747557}",20,12,-22.757927813340174,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
109,False,"{'a': 0.3, 'e': 0.8577086813638242}",20,0,-108.8653322926214,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
110,False,"{'a': 0.3, 'e': 0.8551272907805307}",20,0,-61.9243884945191,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
111,False,"{'a': 0.3, 'e': 0.8525245220595057}",20,0,-74.87796308732908,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
112,False,"{'a': 0.3, 'e': 0.8499004402698315}",25,0,-149.88852660980024,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
113,False,"{'a': 0.3, 'e': 0.8472551110134161}",20,0,-102.17301331759695,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
114,False,"{'a': 0.3, 'e': 0.8445886004233532}",30,0,-91.51169741980256,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
115,False,"{'a': 0.3, 'e': 0.8419009751622687}",25,13,-9.888307943794265,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.3, 'e': 0.8391923024206541}",25,0,-97.08999424285481,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
117,False,"{'a': 0.3, 'e': 0.8364626499151869}",25,0,-75.02988357471465,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
118,False,"{'a': 0.3, 'e': 0.8337120858870376}",30,0,-221.22156760863447,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
119,False,"{'a': 0.3, 'e': 0.8309406791001634}",20,0,-39.86423174565688,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
120,False,"{'a': 0.3, 'e': 0.8281484988395901}",20,0,-24.25519682227795,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
121,False,"{'a': 0.3, 'e': 0.8253356149096783}",25,0,-101.08799057322936,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
122,False,"{'a': 0.3, 'e': 0.82250209763238}",20,0,-70.80516955300571,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
123,False,"{'a': 0.3, 'e': 0.8196480178454795}",25,0,-72.60718136347376,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
124,False,"{'a': 0.3, 'e': 0.8167734469008229}",20,0,-95.3729586830787,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
125,False,"{'a': 0.3, 'e': 0.8138784566625339}",25,0,-69.22538561846612,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
126,False,"{'a': 0.3, 'e': 0.8109631195052179}",25,0,-94.56512199498455,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
127,False,"{'a': 0.3, 'e': 0.8080275083121519}",30,7,-102.24005852245345,"{0: 14, 1: 4, 2: 2, 3: 2, 4: 1}",1
128,False,"{'a': 0.3, 'e': 0.8050716964734628}",20,0,-81.38361848079553,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
129,False,"{'a': 0.3, 'e': 0.8020957578842927}",25,0,-52.884787773642536,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
130,False,"{'a': 0.3, 'e': 0.7990997669429512}",25,8,-30.564835022205983,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
131,False,"{'a': 0.3, 'e': 0.7960837985490559}",25,0,-28.90147983259676,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
132,False,"{'a': 0.3, 'e': 0.7930479281016595}",20,3,-105.92119625278762,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
133,False,"{'a': 0.3, 'e': 0.7899922314973651}",20,0,-121.07276368247867,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
134,False,"{'a': 0.3, 'e': 0.7869167851284287}",30,9,-82.79734712877757,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 1}",1
135,False,"{'a': 0.3, 'e': 0.7838216658808492}",30,11,-108.27284659302049,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
136,False,"{'a': 0.3, 'e': 0.7807069511324468}",25,11,-28.405743897078004,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
137,False,"{'a': 0.3, 'e': 0.7775727187509279}",25,0,-101.31040202924235,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
138,False,"{'a': 0.3, 'e': 0.7744190470919388}",20,0,-177.1403216652699,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
139,False,"{'a': 0.3, 'e': 0.7712460149971065}",35,15,-26.511284006627903,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",1
140,False,"{'a': 0.3, 'e': 0.7680537017920686}",35,0,-151.49708877983085,"{0: 23, 1: 1, 2: 7, 3: 3, 4: 1}",0
141,False,"{'a': 0.3, 'e': 0.7648421872844884}",20,0,-23.79374105167173,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
142,False,"{'a': 0.3, 'e': 0.7616115517620617}",25,2,-107.54377541630998,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 1}",1
143,False,"{'a': 0.3, 'e': 0.7583618759905082}",20,0,-114.6624390867105,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
144,False,"{'a': 0.3, 'e': 0.7550932412115529}",25,2,-108.99387753535213,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 2}",1
145,False,"{'a': 0.3, 'e': 0.751805729140895}",30,0,-221.72059439371762,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 4}",0
146,False,"{'a': 0.3, 'e': 0.7484994219661651}",20,0,-64.99547885000962,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
147,False,"{'a': 0.3, 'e': 0.7451744023448704}",25,0,-41.35248562892123,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
148,False,"{'a': 0.3, 'e': 0.7418307534023283}",25,8,-90.42911897923445,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
149,False,"{'a': 0.3, 'e': 0.7384685587295879}",20,0,-86.00735041421837,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
150,False,"{'a': 0.3, 'e': 0.7350879023813413}",30,0,-32.536521560325255,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
151,False,"{'a': 0.3, 'e': 0.7316888688738209}",25,18,-4.1257254037382385,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.3, 'e': 0.7282715431826874}",20,0,-20.436775797683026,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
153,False,"{'a': 0.3, 'e': 0.7248360107409052}",25,0,-83.06652074110195,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
154,False,"{'a': 0.3, 'e': 0.7213823574366063}",20,0,-159.2842909052926,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
155,False,"{'a': 0.3, 'e': 0.7179106696109434}",20,15,8.074769380226432,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.3, 'e': 0.7144210340559314}",20,7,-29.421983356009648,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
157,False,"{'a': 0.3, 'e': 0.7109135380122773}",35,0,-164.2342124900528,"{0: 25, 1: 1, 2: 5, 3: 1, 4: 3}",0
158,False,"{'a': 0.3, 'e': 0.7073882691671998}",30,0,-133.38902299492958,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
159,False,"{'a': 0.3, 'e': 0.7038453156522362}",20,0,-51.92771703857596,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
160,False,"{'a': 0.3, 'e': 0.7002847660410397}",20,0,-60.66498225308139,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
161,False,"{'a': 0.3, 'e': 0.6967067093471655}",25,0,-84.66865933680005,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
162,False,"{'a': 0.3, 'e': 0.6931112350218442}",30,0,-75.10354807263164,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
163,False,"{'a': 0.3, 'e': 0.6894984329517471}",30,0,-52.84659178538345,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.3, 'e': 0.6858683934567373}",25,0,-114.94754747327748,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
165,False,"{'a': 0.3, 'e': 0.6822212072876136}",20,0,-93.52038850309303,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
166,False,"{'a': 0.3, 'e': 0.6785569656238399}",20,16,6.5476325933379345,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.3, 'e': 0.6748757600712672}",35,24,-31.57289078510621,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.3, 'e': 0.6711776826598423}",20,13,-9.223663977889734,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
169,False,"{'a': 0.3, 'e': 0.6674628258413082}",35,19,-71.2860249195509,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
170,False,"{'a': 0.3, 'e': 0.6637312824868916}",20,0,-118.45103930497271,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
171,False,"{'a': 0.3, 'e': 0.6599831458849822}",25,0,-18.518310536626267,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
172,False,"{'a': 0.3, 'e': 0.6562185097387998}",30,6,-118.30717718024097,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 2}",1
173,False,"{'a': 0.3, 'e': 0.6524374681640519}",30,7,-58.00798425230126,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 1}",1
174,False,"{'a': 0.3, 'e': 0.648640115686581}",25,0,-104.33542988246487,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
175,False,"{'a': 0.3, 'e': 0.6448265472400012}",20,0,-97.8373076558465,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
176,False,"{'a': 0.3, 'e': 0.6409968581633252}",20,8,-35.61593825508699,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
177,False,"{'a': 0.3, 'e': 0.6371511441985802}",25,2,-78.06290983269038,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 0}",1
178,False,"{'a': 0.3, 'e': 0.6332895014884152}",30,15,-2.0615348360460173,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.6294120265736969}",25,17,3.1551283641399843,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.3, 'e': 0.6255188163910961}",25,0,-113.04874721780281,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
181,False,"{'a': 0.3, 'e': 0.6216099682706645}",20,0,-136.65297817985987,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
182,False,"{'a': 0.3, 'e': 0.6176855799334017}",25,7,-33.83655939648058,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
183,False,"{'a': 0.3, 'e': 0.6137457494888116}",25,10,-99.3837054394979,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 2}",1
184,False,"{'a': 0.3, 'e': 0.6097905754324502}",30,0,-179.9642911026799,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
185,False,"{'a': 0.3, 'e': 0.6058201566434629}",30,0,-76.91053326244868,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
186,False,"{'a': 0.3, 'e': 0.6018345923821126}",20,12,-28.26990573049785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.3, 'e': 0.5978339822872982}",25,19,0.6361074047504731,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.3, 'e': 0.5938184263740639}",20,0,-68.00751833434921,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
189,False,"{'a': 0.3, 'e': 0.5897880250310983}",20,0,-16.65862989011652,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
190,False,"{'a': 0.3, 'e': 0.5857428790182249}",20,10,7.845297893172021,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.3, 'e': 0.5816830894638835}",30,7,-28.19855380704209,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.3, 'e': 0.5776087578626015}",25,8,-59.068445850618005,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
193,False,"{'a': 0.3, 'e': 0.5735199860724567}",30,0,-17.594424432951694,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
194,False,"{'a': 0.3, 'e': 0.5694168763125309}",35,9,-51.82490942009418,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 1}",1
